3763	H3K79Me2 AbCam.Kc	3763_repset.15664096.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3763_repset.15664096.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3763.gff3	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3763gff3;3763_repset.15664096.smoothedM.clusters.gff3	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_repset.15664096.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3763_repset.15664096.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3763.wiggle	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3763wiggle;3763_repset.15664096.smoothedM.wiggle	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_1059.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3764_1059.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all			Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3764.wiggle	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3764wiggle;3764_1059.Mvalues.wiggle	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_1060.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3764_1060.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all			Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3764.wiggle	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3764wiggle;3764_1060.Mvalues.wiggle	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_1803.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3764_1803.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all			Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3764.wiggle	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3764wiggle;3764_1803.Mvalues.wiggle	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_1994_EL6_input.1791.CEL.zip	/modencode/data/all_files/dmel-raw-3/3764_1994_EL6_input.1791.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3764.CEL	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3764CEL;3764_1994_EL6_input.1791.CEL	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_pirrota_1307_Elate7_H3K9ac.1059.CEL.zip	/modencode/data/all_files/dmel-raw-3/3764_pirrota_1307_Elate7_H3K9ac.1059.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3764.CEL	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3764CEL;3764_pirrota_1307_Elate7_H3K9ac.1059.CEL	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_pirrota_1308_Elate8_H3K9ac.1060.CEL.zip	/modencode/data/all_files/dmel-raw-3/3764_pirrota_1308_Elate8_H3K9ac.1060.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3764.CEL	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3764CEL;3764_pirrota_1308_Elate8_H3K9ac.1060.CEL	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_pirrota_1312_Elate7_Input\(14cyc\).1064.CEL.zip	/modencode/data/all_files/dmel-raw-3/3764_pirrota_1312_Elate7_Input\(14cyc\).1064.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3764.CEL	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3764CEL;3764_pirrota_1312_Elate7_Input\(14cyc\).1064.CEL	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_pirrota_1313_Elate8_Input\(14cyc\).1065.CEL.zip	/modencode/data/all_files/dmel-raw-3/3764_pirrota_1313_Elate8_Input\(14cyc\).1065.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3764.CEL	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3764CEL;3764_pirrota_1313_Elate8_Input\(14cyc\).1065.CEL	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_pirrota_2006_EL6_H3K9ac.1803.CEL.zip	/modencode/data/all_files/dmel-raw-3/3764_pirrota_2006_EL6_H3K9ac.1803.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3764.CEL	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3764CEL;3764_pirrota_2006_EL6_H3K9ac.1803.CEL	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_repset.9700431.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3764_repset.9700431.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all			Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3764.gff3	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3764gff3;3764_repset.9700431.smoothedM.clusters.gff3	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3764	H3K9ac.14-16 hr OR embryo	3764_repset.9700431.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3764_repset.9700431.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Strain_Oregon-R;Developmental-Stage_Embryo 14-16hr OR	ChIP-chip	all			Dmel_r5.32	modENCODE_3764	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo 14-16h;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3764.wiggle	H3K9ac;Strain_Oregon-R;Developmental-Stage_Embryo-14-16h;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3764wiggle;3764_repset.9700431.smoothedM.wiggle	H3K9ac	Oregon-R		Embryo 14-16h			Gary Karpen
3765	H3K9ac.BG3	3765_247.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3765_247.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3765.wiggle	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3765wiggle;3765_247.Mvalues.wiggle	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_249.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3765_249.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3765.wiggle	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3765wiggle;3765_249.Mvalues.wiggle	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_557.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3765_557.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3765.wiggle	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3765wiggle;3765_557.Mvalues.wiggle	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_pirrota_421_B1_H3K9ac.247.CEL.zip	/modencode/data/all_files/dmel-raw-3/3765_pirrota_421_B1_H3K9ac.247.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3765.CEL	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3765CEL;3765_pirrota_421_B1_H3K9ac.247.CEL	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_pirrota_423_B2_H3K9ac.249.CEL.zip	/modencode/data/all_files/dmel-raw-3/3765_pirrota_423_B2_H3K9ac.249.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3765.CEL	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3765CEL;3765_pirrota_423_B2_H3K9ac.249.CEL	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_pirrota_424_B1_Input.250.CEL.zip	/modencode/data/all_files/dmel-raw-3/3765_pirrota_424_B1_Input.250.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3765.CEL	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3765CEL;3765_pirrota_424_B1_Input.250.CEL	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_pirrota_425_B2_Input.251.CEL.zip	/modencode/data/all_files/dmel-raw-3/3765_pirrota_425_B2_Input.251.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3765.CEL	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3765CEL;3765_pirrota_425_B2_Input.251.CEL	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_pirrota_790_B5_H3K9ac.557.CEL.zip	/modencode/data/all_files/dmel-raw-3/3765_pirrota_790_B5_H3K9ac.557.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3765.CEL	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3765CEL;3765_pirrota_790_B5_H3K9ac.557.CEL	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_pirrota_797_B5_Input\(14cyc\).564.CEL.zip	/modencode/data/all_files/dmel-raw-3/3765_pirrota_797_B5_Input\(14cyc\).564.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3765.CEL	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3765CEL;3765_pirrota_797_B5_Input\(14cyc\).564.CEL	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_repset.4162472.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3765_repset.4162472.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3765.gff3	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3765gff3;3765_repset.4162472.smoothedM.clusters.gff3	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3765	H3K9ac.BG3	3765_repset.4162472.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3765_repset.4162472.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9ac	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3765	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3765.wiggle	H3K9ac;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3765wiggle;3765_repset.4162472.smoothedM.wiggle	H3K9ac		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_270.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3768_270.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3768.wiggle	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3768wiggle;3768_270.Mvalues.wiggle	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_271.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3768_271.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3768.wiggle	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3768wiggle;3768_271.Mvalues.wiggle	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_pirrota_424_B1_Input.250.CEL.zip	/modencode/data/all_files/dmel-raw-3/3768_pirrota_424_B1_Input.250.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3768.CEL	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3768CEL;3768_pirrota_424_B1_Input.250.CEL	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_pirrota_425_B2_Input.251.CEL.zip	/modencode/data/all_files/dmel-raw-3/3768_pirrota_425_B2_Input.251.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3768.CEL	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3768CEL;3768_pirrota_425_B2_Input.251.CEL	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_pirrota_448_B1_H3K9me1.270.CEL.zip	/modencode/data/all_files/dmel-raw-3/3768_pirrota_448_B1_H3K9me1.270.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3768.CEL	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3768CEL;3768_pirrota_448_B1_H3K9me1.270.CEL	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_pirrota_449_B2_H3K9me1.271.CEL.zip	/modencode/data/all_files/dmel-raw-3/3768_pirrota_449_B2_H3K9me1.271.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3768.CEL	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3768CEL;3768_pirrota_449_B2_H3K9me1.271.CEL	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_repset.4162512.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3768_repset.4162512.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3768.gff3	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3768gff3;3768_repset.4162512.smoothedM.clusters.gff3	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3768	H3K9me1 (new lot).BG3	3768_repset.4162512.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3768_repset.4162512.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K9me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3768	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3768.wiggle	H3K9me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3768wiggle;3768_repset.4162512.smoothedM.wiggle	H3K9me1		S2-DRSC	late Embryo	embryo		Gary Karpen
